shot_id,dist,ang,gol,xG
6631191_20398,33.99203137501494,0.1805362828632013,False,0.16483517
6630005_41923,52.34988340006117,0.1536074217847393,False,0.16483517
6631138_87364,25.59244703032518,0.2416159470039621,True,0.057971016
6630037_97586,25.00720748104434,0.2503041984747491,False,0.057971016
6630412_103151,23.08724039377596,0.2128795365688805,False,0.057971016
6630537_104943,16.959146706128816,0.1986721579878277,False,0.15384616
6630595_118797,19.325931723981643,0.1967755645410324,False,0.057971016
6630871_122360,21.56006034314376,0.1666599504472885,False,0.057971016
6630155_137064,38.08404265568455,0.4366017707796485,False,0.16483517
6630162_137118,28.37129551148485,0.1985813448425878,False,0.057971016
6630411_141301,21.226598832596803,0.1743161368319974,False,0.057971016
6630519_143129,14.73653191900998,0.1270251824709053,False,0.15384616
6629994_154340,11.705772464899528,0.1630074238247942,True,0.16483517
6632132_99402,18.536254233258667,0.2056370813261306,False,0.125
6632732_111452,14.230429262675107,0.1413631046097711,True,0.16483517
6633469_143879,20.5941558943308,0.1887383247017818,False,0.057971016
6632352_154624,19.544829111557867,0.2137399530985515,False,0.057971016
6633344_178399,17.411226981462278,0.1767305719155224,False,0.15384616
6634047_11423,9.902811923893132,0.1633513693688047,False,0.16483517
6633979_34584,19.24233468163362,0.1852614637409507,False,0.15384616
6634398_72502,10.486138898565097,0.1384013813095345,False,0.16483517
6636616_110308,28.54871275556921,0.2317107327845203,False,0.057971016
6636233_160443,9.114711240626336,0.1623860016889049,False,0.16483517
6636664_169819,30.18660373410696,0.3081938621708848,False,0.15384616
6636770_176165,27.254594566788185,0.174284628452547,False,0.057971016
6642383_15673,4.611745114379158,0.1487399457429511,False,0.33333334
6641614_94752,18.82135555691991,0.1891613823162971,False,0.125
6641942_126524,10.53527223188846,0.156568894708475,False,0.16483517
6641455_181778,10.028334507783432,0.1377093035708716,False,0.16483517
6642809_204235,19.92766664715164,0.2137795402520164,False,0.057971016
6642859_204685,10.372135026116853,0.1686824856074257,False,0.16483517
6643175_241394,26.97373574423832,0.2636425625877953,False,0.057971016
6643479_31980,29.344383994215995,0.2723695213198546,False,0.057971016
6644640_53489,36.834063908290105,0.2502741756349912,True,0.16483517
6643853_67041,48.42530591539924,0.8411137312325745,True,0.16483517
6643522_124658,44.10986866904049,0.1104261342330156,False,0.16483517
6644052_135353,6.8833367635181135,0.1560691330577862,False,0.16666667
6643681_156102,22.183516222637024,0.1800523235585493,False,0.057971016
6644539_172858,3.624931447627664,0.1422104325293759,False,0.6324966
6644557_173923,22.753436773375576,0.2019825653777777,False,0.057971016
6644597_175288,13.95207525782455,0.1312993799803314,False,0.16483517
6644733_180448,20.91033208727207,0.2227287137810789,False,0.057971016
6649936_21087,26.751314322851503,0.2453772341808244,False,0.057971016
6650262_47834,13.818518770114256,0.151299432768642,False,0.16483517
6650483_76473,6.7208965175785895,0.1515191177415541,False,0.16666667
6649392_101738,27.052889383576016,0.1426233248721143,False,0.057971016
6648843_144217,21.66147587307938,0.2249922512754924,False,0.057971016
6650301_175448,10.916575516158906,0.1699234632171008,False,0.16483517
6651734_69850,5.154131643642795,0.1417367096840296,False,0.33333334
6652082_109578,26.400115473232304,0.2065545107860917,True,0.057971016
6652235_113455,6.009913892893975,0.1453441650505475,True,0.16666667
6651789_136981,21.050659847140185,0.2233507519064906,False,0.057971016
6651041_147177,23.57491620345659,0.2202318159129798,False,0.057971016
6652511_179404,9.247497877804566,0.162448334603542,False,0.16483517
6662384_38553,29.46019254859004,0.1818033673704813,False,0.15384616
6662480_41106,19.93511524922793,0.1926079236678816,False,0.057971016
6662495_41509,13.345037916768913,0.1751103867445532,False,0.16483517
6664210_80130,6.015608780497615,0.1494813235132344,False,0.16666667
6662660_93484,11.550487478890236,0.1720104565222781,False,0.16483517
6662681_93572,18.20147183609061,0.205758581834036,False,0.125
6663248_155672,13.437962047870208,0.1813529826887325,False,0.16483517
6663472_160061,17.63111309588819,0.148539426884844,False,0.057971016
6663578_161998,28.25678884799191,0.147654099660966,False,0.057971016
6664131_206238,25.38206762657448,0.2128445201874103,True,0.057971016
6665012_10904,21.504883468644977,0.1567452201959329,False,0.057971016
6665412_41576,23.018841347904548,0.1718062028362685,False,0.057971016
6666336_196355,9.755775827682797,0.1662395323741607,True,0.16483517
6665693_251032,12.354554180544111,0.1561398339661164,False,0.16483517
6665827_253034,10.05573055526052,0.1472564970778635,False,0.16483517
6667162_13944,7.482811370066735,0.1570415684812912,False,0.16666667
6667926_25641,20.39258934024809,0.1768080775933575,False,0.057971016
6666822_64425,12.274148646647554,0.169188899797032,False,0.16483517
6667528_87678,21.60985249833973,0.2268396406327846,False,0.057971016
6667362_97396,13.845819946828716,0.1680470831049428,False,0.16483517
6667239_156803,22.62733930447856,0.2335597113663224,False,0.057971016
6667904_171380,19.4657463252761,0.1960499294467941,False,0.057971016
6668287_39321,23.29423501641554,0.1632320450666513,False,0.057971016
6668722_72819,12.60531986900769,0.176260680822573,False,0.16483517
6668740_109053,32.49197174687926,0.292889525174442,True,0.15384616
6668794_111355,23.25647028248268,0.2223105711083718,False,0.057971016
6668889_137689,10.719155983565129,0.1692069450811404,False,0.16483517
6668257_151684,7.446888007751964,0.1575199374849191,True,0.16666667
6668763_171173,28.03739012461752,0.229030491730319,False,0.057971016
6712356_62903,16.22564750634008,0.1947492257508144,True,0.15384616
6713326_78087,5.292784711283843,0.1505711004022259,False,0.33333334
6713336_147480,37.27455015154442,0.1542898899240088,False,0.16483517
6712991_160613,14.27345623876712,0.1845889261554091,False,0.16483517
6713836_179744,18.03155669929804,0.1572713135022006,False,0.057971016
6719426_13169,12.46525491115204,0.1546079537547789,False,0.16483517
6719174_68231,12.416974269120477,0.1724700134133754,False,0.16483517
6719324_106471,15.308186894599896,0.1825674785977648,False,0.16483517
6719756_118826,26.44997943288425,0.2237468274539786,False,0.057971016
6719809_143966,26.56646852707375,0.2521554437917528,False,0.057971016
6719711_165755,18.367704701459022,0.1854688039907632,False,0.15384616
6720103_178450,32.39538121399408,0.2809608679772851,False,0.15384616
6730549_47436,19.561512543768185,0.1677575656354278,False,0.057971016
6731281_172173,11.269107684284505,0.1717242787579243,False,0.16483517
6738752_52962,17.703361968846483,0.1385841028387359,False,0.057971016
6737926_61379,25.376493768840483,0.2026193257793581,False,0.057971016
6738774_140228,7.965955372709542,0.1527520274156074,False,0.16483517
6739097_145446,19.57140904482864,0.1927984530746372,False,0.114259064
6738270_162107,11.16724943752937,0.1713196254607113,True,0.16483517
6739438_187903,14.771902517956176,0.1691698076730131,False,0.16483517
6739670_193051,17.682593277005502,0.1801897475211374,False,0.15384616
6740010_223550,5.597439593242607,0.1518641921425398,False,0.2961022
6740011_223618,23.68733342949349,0.1860273108916123,False,0.057971016
6738143_234076,21.29330206896056,0.1404475029351891,False,0.057971016
6738294_235913,16.257758916898723,0.1541024597775496,False,0.15384616
6738309_235943,4.829296014948763,0.1402026960494357,True,0.33333334
6739355_249759,17.658643690838776,0.1861384876994105,False,0.15384616
6739370_252342,14.377711153031282,0.1833551236475861,True,0.16483517
6739744_262971,24.40470948403197,0.139885648560504,False,0.057971016
6497577_5578,23.00758016393728,0.1995884767671538,False,0.057971016
6498161_74880,28.054220662852146,0.2625258323037185,False,0.057971016
6498784_177225,13.36989173478978,0.1744001479731654,False,0.16483517
6496219_66824,8.089205276168979,0.160048822657982,True,0.16504754
6496349_123356,26.55869019737231,0.2436475304401016,False,0.057971016
6495940_141487,35.23594365133422,0.3680249513531144,False,0.16483517
6497389_208769,22.186504907262886,0.2230578423550052,False,0.057971016
6476239_8061,3.413024758187373,0.1448682199217639,True,1.0
6476914_53824,21.84293773740153,0.202164637825498,False,0.057971016
6476643_107651,33.291984771112695,0.1316404202898373,False,0.15384616
6476961_149294,42.91539875149712,0.4421730601571039,False,0.16483517
6477232_184969,8.288330350559152,0.1585991194883815,False,0.16483517
6499566_19469,6.898794169998115,0.1469023686401888,False,0.16666667
6500265_54463,29.922627307774963,0.1647666452478268,False,0.15384616
6499066_66540,12.145592863257027,0.1758820970025885,True,0.16483517
6499573_83220,5.154071788401863,0.1504678691255855,False,0.33333334
6499242_126423,9.476608042965584,0.1652043827886796,False,0.16483517
6501653_15846,17.50354172731907,0.1667753115940642,False,0.15384616
6501541_39023,16.06122040817571,0.1826030396420663,False,0.15384616
6501696_42190,49.65627296726971,0.0717334681631226,True,0.16483517
6502270_51480,13.550721346112908,0.1732447384856316,True,0.16483517
6501509_78452,14.686176493560192,0.1873528696540791,False,0.16483517
6501094_128792,8.022914246082905,0.1592084777789821,False,0.16543005
6501619_139229,6.784986366972299,0.1520289707479903,False,0.16666667
6501095_159700,22.861108393951504,0.13995959829492,False,0.057971016
6503419_10512,15.229627868073466,0.1287634813452819,False,0.15384616
6504492_22379,24.56660253270688,0.2254931889304973,False,0.057971016
6504496_24212,10.4241887933786,0.1481086045046188,False,0.16483517
6503370_39278,11.62565770182487,0.1735439638420657,False,0.16483517
6504606_42726,8.026515869292233,0.1511799191501376,False,0.16483517
6502959_62283,29.023380643887783,0.2002224214009237,False,0.057971016
6503436_71760,19.56862736627176,0.1344181541278175,False,0.057971016
6502925_94934,10.112924107299529,0.1608864715801988,False,0.16483517
6503532_104283,26.226594613102176,0.2026156512318313,False,0.057971016
6503903_111009,8.730164946895334,0.1623246856368769,False,0.16483517
6505996_80647,9.14492323641921,0.1630442428234039,False,0.16483517
6506085_84411,30.01480642949409,0.1543783786406206,False,0.057971016
6505122_123701,28.20275890759626,0.2466157610344932,False,0.057971016
6505592_155990,6.032510754238238,0.1505317207471515,False,0.16666667
6507795_18098,14.356235857633434,0.1793510847268783,True,0.16483517
6507527_48916,13.260875536705711,0.1366566403459311,False,0.16483517
6506643_59259,9.087962697986825,0.1630963107984994,True,0.16483517
6506951_67818,14.442604924320266,0.1656565101244312,False,0.16483517
6506962_67850,13.742162748272191,0.1826687089145559,False,0.16483517
6507195_73953,12.74725201759187,0.1776917335797633,False,0.16483517
6506762_105087,21.090706673793555,0.215217442465028,False,0.057971016
6506854_131457,17.726365504524612,0.1689475945107285,False,0.15384616
6507524_144009,6.580983817029181,0.1489009688395537,True,0.16666667
6518007_15853,21.14894723148176,0.2196340589162726,False,0.057971016
6518822_84523,24.019588048091084,0.1714194309832969,False,0.057971016
6517563_126973,29.498212708569312,0.2972341705702837,False,0.125
6519923_50123,21.532002647222573,0.2117627327413781,False,0.057971016
6520330_77423,16.47324573361303,0.1921323361015926,False,0.15384616
6520805_90860,9.190299342241255,0.1616481542931652,False,0.16483517
6519622_100068,19.547230315315776,0.1334713977600484,False,0.057971016
6520308_142261,7.672452345893068,0.1485617796141094,False,0.16633603
6520465_146959,10.37773250763383,0.1675668608768457,False,0.16483517
6520650_150758,7.143420259231566,0.1535523995506839,True,0.16666667
6520913_186619,27.90892344752839,0.2651305639468297,False,0.057971016
6520942_191237,11.74845849462814,0.1510149188190194,False,0.16483517
6521481_16015,15.70615818715704,0.1863472829120749,False,0.16483517
6522154_77477,27.757771416307904,0.2680192801387137,False,0.057971016
6522619_89937,12.173497812872029,0.1663924600884097,False,0.16483517
6521357_98029,19.21584775647434,0.1949152742860906,False,0.125
6521934_108947,32.1942693658359,0.1151325090683949,True,0.15384616
6522375_136570,13.088147691709471,0.158973541751713,False,0.16483517
6522701_145427,14.801351188320616,0.1786232484919923,True,0.16483517
6521618_157571,13.812744296482142,0.1389018683239382,False,0.16483517
6522228_167038,16.74200361366584,0.1674196993636484,False,0.15384616
6522979_6521,13.888246577592149,0.1451459996688476,False,0.16483517
6523350_16363,12.232854491082607,0.1760252213959263,False,0.16483517
6523406_21467,10.821022363898894,0.1675967490590463,False,0.16483517
6523572_25503,20.4050346973486,0.1391058865234188,False,0.057971016
6523648_26612,13.100287172424888,0.1562639524264113,False,0.16483517
6523814_50506,20.345930895390364,0.1947372677197543,False,0.057971016
6524145_168991,8.559090897986772,0.1614859743239227,False,0.16483517
6524246_178305,19.8442084750186,0.1545125071548319,False,0.057971016
6526563_20264,42.71146511184087,0.3110764539181117,False,0.16483517
6526571_20333,12.789711060066992,0.1712483672284057,False,0.16483517
6526674_23335,30.052146895022325,0.276300535027165,False,0.15384616
6526748_27903,13.7425152355746,0.1774795715182718,False,0.16483517
6526623_55359,15.454161640153762,0.1388135004081841,False,0.15384616
6526204_74360,6.722978878443692,0.1551723598084622,False,0.16666667
6526356_110731,8.11761424311355,0.1290372952880326,False,0.16483517
6525788_127473,10.470519089328858,0.1633698055316674,False,0.16483517
6526752_167399,52.172189037838926,0.0276834814660673,False,0.16483517
6527264_39321,23.884269572251945,0.2208244392614112,False,0.057971016
6527549_44005,7.39155247563054,0.155967384391209,False,0.16666667
6527596_106614,13.526522982644137,0.175967229917604,False,0.16483517
6528921_13302,19.02429890955249,0.1617705648320742,False,0.057971016
6529167_77121,16.85649931035504,0.1582154682074869,False,0.15384616
6529518_103123,26.94101560817632,0.2589005878235608,False,0.057971016
6528804_127242,26.8957619338066,0.223451371674383,False,0.057971016
6530529_41215,26.19773700150453,0.2468002001189232,False,0.057971016
6530456_66405,15.340823511141766,0.1584625445972418,False,0.15384616
6530236_98509,19.078842994269856,0.2073150981095876,False,0.057971016
6530244_98558,12.224908056913964,0.1743724643055125,False,0.16483517
6530383_103745,9.916911263089936,0.1650968094816855,False,0.16483517
6530827_114793,32.97432766562497,0.267329385990998,False,0.15384616
6530371_119347,22.212764123359342,0.1849099965814908,False,0.057971016
6531348_139060,49.924397412487615,0.1479241428053521,True,0.16483517
6530624_156377,35.74610324217173,0.3428751783180782,False,0.16483517
6530977_162819,23.90675187054904,0.235765210407493,False,0.057971016
6531497_182488,27.93597696519669,0.2141901376810053,False,0.057971016
6535024_15052,22.261464147714992,0.2251425538733258,False,0.057971016
6535442_23594,8.934938444108052,0.1512454726394684,False,0.16483517
6535494_54940,28.27690409150196,0.282859704571846,False,0.057971016
6535639_90954,14.035962738622526,0.1832874019853614,False,0.16483517
6535680_91349,31.77035544340038,0.2282911372290217,False,0.15384616
6534582_103915,8.266412160060733,0.1601212808141061,False,0.16483517
6535666_140859,17.56187803169126,0.2002067271396301,False,0.15384616
6534833_161148,18.757194033223627,0.2017209309458893,False,0.097225025
6535187_169993,18.7694867537714,0.209068089653844,False,0.07689522
6535109_170139,31.54297622292481,0.3114877122254934,False,0.15384616
6535732_184912,23.496469117720643,0.1966928056792432,False,0.057971016
